CODE,NAME,REGION,DISTRICT,WARD,OWNERSHIP,LONGITUDE,LATITUDE,PASS_RATE,AVG_MARK,CHANGE_PREVIOUS_YEAR,RANK,YEAR_OF_RESULT
PS0102-060,MARANATHA PR. SCHOOL,ARUSHA,ARUSHA(M),,,36.67371797,-3.433151718,100,158.97,-0.2,785,2014
PS0102-061,NOTRE DAME PR. SCHOOL,ARUSHA,ARUSHA(M),LEMARA,NON GOVERNMENT,36.698958,-3.417685,100,176.61,-1.2,381,2014
PS0102-062,SHINDA BASIC PR. SCHOOL,ARUSHA,ARUSHA(M),SOKON I,NON GOVERNMENT,36.67885105,-3.402775172,89.47,128.68,6.94,2962,2014
PS0102-063,KIMANDOLU LUTH PR. SCHOOL,ARUSHA,ARUSHA(M),KIMANDOLU,NON GOVERNMENT,36.718853,-3.375096,100,142.29,-2.87,1653,2014
PS0102-064,NALOPA PR. SCHOOL,ARUSHA,ARUSHA(M),ENGUTOTO,NON GOVERNMENT,36.71099546,-3.446360719,100,177.15,-27.6,374,2014
PS0102-065,OLAIPAPA PR. SCHOOL,ARUSHA,ARUSHA(M),SOMBETINI,NON GOVERNMENT,36.662892,-3.390431,100,172.44,-5.56,463,2014
PS0102-066,AZIMIO PR. SCHOOL,ARUSHA,ARUSHA(M),ELERAI,GOVERNMENT,36.66281265,-3.365303837,82.28,123.13,8.06,3743,2014
PS0102-067,ESA PR. SCHOOL,ARUSHA,ARUSHA(M),SOKON I,NON GOVERNMENT,36.67371797,-3.433151718,100,186.9,19.27,194,2014
PS0102-068,JOSEPH PR. SCHOOL,ARUSHA,ARUSHA(M),ELERAI,NON GOVERNMENT,36.67282101,-3.362670242,100,164.32,-14.22,634,2014
PS0102-070,MWARAMU PR. SCHOOL,ARUSHA,ARUSHA(M),SOKON I,NON GOVERNMENT,36.67414704,-3.387550245,100,132.8,-26.87,2522,2014
PS0102-071,TUISHIME PR. SCHOOL,ARUSHA,ARUSHA(M),ENGUTOTO,NON GOVERNMENT,36.70772071,-3.420074259,100,168.41,-1.72,555,2014
PS0102-072,ST THADEUS PR. SCHOOL,ARUSHA,ARUSHA(M),ELERAI,NON GOVERNMENT,36.662811,-3.367749,100,180.37,6.25,309,2014
PS0102-073,ARUSHA ALLIANCE PR. SCHOOL,ARUSHA,ARUSHA(M),OLASITI,NON GOVERNMENT,36.652815,-3.41581,100,180.12,6.42,318,2014
PS0102-074,BURKA ESTATE PR. SCHOOL,ARUSHA,ARUSHA(M),OLASITI,GOVERNMENT,36.622995,-3.400281,61.48,110.91,-0.14,6230,2014
PS0102-075,CAANAN PR. SCHOOL,ARUSHA,ARUSHA(M),OLASITI,NON GOVERNMENT,36.622995,-3.400281,100,143.27,-8.9,1589,2014
PS0102-076,HIGH CHALLENGE PR. SCHOOL,ARUSHA,ARUSHA(M),TERRAT,NON GOVERNMENT,36.680992,-3.491933,100,131,-65.14,2704,2014
PS0102-077,HOPE PR. SCHOOL,ARUSHA,ARUSHA(M),MOSHONO,NON GOVERNMENT,36.735931,-3.414855,95.83,136.25,-16.55,2166,2014
PS0102-078,LADY OF MERCY PR. SCHOOL,ARUSHA,ARUSHA(M),KIMANDOLU,NON GOVERNMENT,36.718853,-3.375096,100,158.94,0,786,2014
PS0102-080,LUCKY VICENT PR. SCHOOL,ARUSHA,ARUSHA(M),OLASITI,NON GOVERNMENT,36.654843,-3.410138,100,181.76,-14.08,283,2014
PS0102-081,MAGEREZA PR. SCHOOL,ARUSHA,ARUSHA(M),OLASITI,GOVERNMENT,36.622995,-3.400281,81.32,121.82,2.35,3959,2014
PS0102-082,MATEVES PR. SCHOOL,ARUSHA,ARUSHA(M),OLASITI,GOVERNMENT,36.622995,-3.400281,97.96,144.53,38.93,1509,2014
PS0102-083,MICHAEL PR. SCHOOL,ARUSHA,ARUSHA(M),ELERAI,NON GOVERNMENT,36.662811,-3.367749,100,152.84,-2.37,1028,2014
PS0102-084,MOSHONO PR. SCHOOL,ARUSHA,ARUSHA(M),MOSHONO,GOVERNMENT,36.735931,-3.414855,82.76,121.14,2.58,4059,2014
PS0102-085,MURIET PR. SCHOOL,ARUSHA,ARUSHA(M),TERRAT,NON GOVERNMENT,36.680992,-3.491933,96.55,139.38,-17.87,1887,2014
PS0102-086,MURONGOINE PR. SCHOOL,ARUSHA,ARUSHA(M),OLASITI,GOVERNMENT,36.622995,-3.400281,61,108.92,-1.86,6706,2014
PS0102-087,NAKIDO PR. SCHOOL,ARUSHA,ARUSHA(M),SOKON I,NON GOVERNMENT,36.67371797,-3.433151718,100,170.97,3.36,490,2014
PS0102-088,OLASITI PR. SCHOOL,ARUSHA,ARUSHA(M),OLASITI,GOVERNMENT,36.646474,-3.400644,74.53,112.32,4.78,5896,2014
PS0102-089,OLKERYAN PR. SCHOOL,ARUSHA,ARUSHA(M),MOSHONO,GOVERNMENT,36.735931,-3.414855,76.39,118.21,5.57,4627,2014
PS0102-090,SHANGARAO PR. SCHOOL,ARUSHA,ARUSHA(M),MOSHONO,GOVERNMENT,36.735931,-3.414855,82.14,124.85,3.6,3472,2014
PS0102-091,SHEPHERD PR. SCHOOL,ARUSHA,ARUSHA(M),,,36.67371797,-3.433151718,100,175.1,-11.22,413,2014
PS0102-092,ST ANDREWS PR. SCHOOL,ARUSHA,ARUSHA(M),OLOIRIEN,NON GOVERNMENT,36.67371797,-3.433151718,100,143.71,0,1566,2014
PS0102-093,ST THOMAS PR. SCHOOL,ARUSHA,ARUSHA(M),MOSHONO,NON GOVERNMENT,36.735931,-3.414855,100,179.66,5.29,335,2014
PS0102-094,TERRAT PR. SCHOOL,ARUSHA,ARUSHA(M),TERRAT,GOVERNMENT,36.651745,-3.456195,43.14,95.74,-9.31,10463,2014
PS0102-095,UHURU PEAK PR. SCHOOL,ARUSHA,ARUSHA(M),BARAA,NON GOVERNMENT,36.73701719,-3.370713675,100,169.5,10.68,528,2014
PS0102-096,WEMA PR. SCHOOL,ARUSHA,ARUSHA(M),MOSHONO,GOVERNMENT,36.735931,-3.414855,79.82,120.97,2.78,4086,2014
PS0102-097,CAMP JOSHUA PR. SCHOOL,ARUSHA,ARUSHA(M),SOKON I,NON GOVERNMENT,36.67371797,-3.433151718,86.67,115.4,-29.9,5250,2014
PS0102-098,SOJEMA PR. SCHOOL,ARUSHA,ARUSHA(M),TERRAT,NON GOVERNMENT,36.680992,-3.491933,100,152.14,29.7,1068,2014
PS0102-099,MECSON PR. SCHOOL,ARUSHA,ARUSHA(M),OLASITI,NON GOVERNMENT,36.622995,-3.400281,100,181.53,17.53,289,2014
PS0102-100,ST JUDE PR. SCHOOL,ARUSHA,ARUSHA(M),MOSHONO,NON GOVERNMENT,36.735931,-3.414855,100,185.04,7.1,228,2014
PS0102-101,INTEGRITY PR. SCHOOL,ARUSHA,ARUSHA(M),DARAJA II,NON GOVERNMENT,36.69282703,-3.384874148,100,152.79,1.02,1033,2014
PS0102-102,BIBLE BAPTIST PR. SCHOOL,ARUSHA,ARUSHA(M),OLOIRIEN,NON GOVERNMENT,36.67371797,-3.433151718,100,181.69,9.81,287,2014
PS0102-103,INTEL PR. SCHOOL,ARUSHA,ARUSHA(M),TERRAT,NON GOVERNMENT,36.680992,-3.491933,100,184.21,32.62,239,2014
PS0102-104,ROYAL PR. SCHOOL,ARUSHA,ARUSHA(M),SOKON I,NON GOVERNMENT,36.67371797,-3.433151718,90.91,129.73,-27.47,2848,2014
PS0102-105,GHATI MEMORIAL PR. SCHOOL,ARUSHA,ARUSHA(M),,,36.67371797,-3.433151718,100,177.34,0,369,2014
PS0102-106,GOOD HOPE PR. SCHOOL,ARUSHA,ARUSHA(M),,,36.67371797,-3.433151718,100,169.6,0,525,2014
PS0103-001,AYALABE PR. SCHOOL,ARUSHA,KARATU,GANAKO,GOVERNMENT,35.66169826,-3.343502286,60.94,106.11,6.15,7452,2014
PS0103-002,BARAKTA PR. SCHOOL,ARUSHA,KARATU,KANSAY,GOVERNMENT,35.536022,-3.637635,27.66,87.06,-19.57,12748,2014
PS0103-003,BASHAYKARATU PR. SCHOOL,ARUSHA,KARATU,,,35.42941786,-3.550867189,64.56,115.81,3.74,5151,2014
PS0103-004,BASSODAWISH PR. SCHOOL,ARUSHA,KARATU,ENDAMARARIEK,GOVERNMENT,35.64392216,-3.471824269,37.68,96.16,-12.46,10342,2014
PS0103-005,BUGER PR. SCHOOL,ARUSHA,KARATU,BUGER,GOVERNMENT,35.62435717,-3.662764793,32.26,85.5,-17.99,13118,2014
PS0103-006,BWAWANI PR. SCHOOL,ARUSHA,KARATU,KARATU,GOVERNMENT,35.64703736,-3.368611308,68.94,114.71,3.66,5392,2014
PS0103-007,CHANGARAWE PR. SCHOOL,ARUSHA,KARATU,DAA,GOVERNMENT,35.54844078,-3.408751401,33.33,87.8,1.73,12561,2014
PS0103-008,CHEMCHEM PR. SCHOOL,ARUSHA,KARATU,RHOTIA,GOVERNMENT,35.73723197,-3.415494373,38.89,97.39,3.3,9999,2014
PS0103-009,DUMBECHAND PR. SCHOOL,ARUSHA,KARATU,BARAY,GOVERNMENT,35.28516904,-3.609654752,15.79,73.26,-1.09,15170,2014
PS0103-010,ENDABASH PR. SCHOOL,ARUSHA,KARATU,ENDABASH,GOVERNMENT,35.58795929,-3.608329995,20.73,82.28,-11.23,13790,2014
PS0103-011,ENDALLAH PR. SCHOOL,ARUSHA,KARATU,ENDAMARARIEK,GOVERNMENT,35.70861347,-3.483080096,25.42,87.63,-16.45,12606,2014
PS0103-012,ENDAMAGHAN PR. SCHOOL,ARUSHA,KARATU,MANG'OLA,GOVERNMENT,35.30746412,-3.401934087,50,103.43,-8.42,8200,2014
PS0103-013,ENDAMARARIEK PR. SCHOOL,ARUSHA,KARATU,ENDAMARARIEK,GOVERNMENT,35.64054969,-3.526210476,37.97,95.03,1.22,10677,2014
PS0103-014,ENDONYAWE PR. SCHOOL,ARUSHA,KARATU,BUGER,GOVERNMENT,35.64885608,-3.612445861,30.77,90.69,3.44,11821,2014
PS0103-015,ENDASHANGWET PR. SCHOOL,ARUSHA,KARATU,DAA,GOVERNMENT,35.487681,-3.411477,45,97.08,-6.07,10074,2014
PS0103-016,GYEKURUM LAMBO PR. SCHOOL,ARUSHA,KARATU,,,35.42941786,-3.550867189,16.67,77.47,-3.87,14652,2014
PS0103-017,GENDAA PR. SCHOOL,ARUSHA,KARATU,KARATU,GOVERNMENT,35.66190233,-3.424573002,16.92,75.74,-1.76,14892,2014
PS0103-018,GETAMOCK PR. SCHOOL,ARUSHA,KARATU,ENDAMARARIEK,GOVERNMENT,35.710943,-3.483845,98,152.32,61.24,1055,2014
PS0103-019,GONGALI PR. SCHOOL,ARUSHA,KARATU,QURUS,GOVERNMENT,35.6263256,-3.414125427,100,138.86,-13.37,1936,2014
PS0103-020,GYETIGHI PR. SCHOOL,ARUSHA,KARATU,OLDEANI,GOVERNMENT,35.42941786,-3.550867189,100,182.59,11.14,266,2014
PS0103-021,KAINAM/RHOTIA PR. SCHOOL,ARUSHA,KARATU,RHOTIA,GOVERNMENT,35.69653311,-3.376499167,29.17,84.83,-19.8,13281,2014
PS0103-022,KAMBI YA FARU PR. SCHOOL,ARUSHA,KARATU,,,35.42941786,-3.550867189,40,90.72,-11.35,11813,2014
PS0103-023,KAMBI YA NYOKA PR. SCHOOL,ARUSHA,KARATU,,,35.42941786,-3.550867189,50,98.78,-10.8,9563,2014
PS0103-024,KANSAY PR. SCHOOL,ARUSHA,KARATU,KANSAY,GOVERNMENT,35.56576962,-3.693808656,27.59,88.66,2.46,12340,2014
PS0103-025,KARATU PR. SCHOOL,ARUSHA,KARATU,KARATU,GOVERNMENT,35.66496467,-3.370821302,63.79,104.24,2.46,7994,2014
PS0103-026,KILIMAMOJA PR. SCHOOL,ARUSHA,KARATU,RHOTIA,GOVERNMENT,35.77818749,-3.377171067,88,133,25.65,2500,2014
PS0103-027,KILIMATEMBO PR. SCHOOL,ARUSHA,KARATU,RHOTIA,GOVERNMENT,35.73184571,-3.335274605,33.93,92.45,-21.17,11356,2014
PS0103-028,KITETE KCU PR. SCHOOL,ARUSHA,KARATU,MBULUMBULU,GOVERNMENT,35.8572964,-3.270356689,38.46,94.69,-7.87,10765,2014
PS0103-029,KITETE W/S PR. SCHOOL,ARUSHA,KARATU,MBULUMBULU,GOVERNMENT,35.880894,-3.203909,92.11,134.29,10.05,2370,2014
PS0103-030,LAGHANGARERY PR. SCHOOL,ARUSHA,KARATU,MANG'OLA,GOVERNMENT,35.325305,-3.504386,48.08,98.58,8.15,9619,2014
PS0103-031,LAJA PR. SCHOOL,ARUSHA,KARATU,KANSAY,GOVERNMENT,35.53217934,-3.665544828,15.79,78,-38.16,14564,2014
PS0103-032,LOSITETE PR. SCHOOL,ARUSHA,KARATU,MBULUMBULU,GOVERNMENT,35.87136479,-3.209778759,77.55,124.69,-33.17,3500,2014
PS0103-033,MANG'OLA CHINI PR. SCHOOL,ARUSHA,KARATU,,,35.30487724,-3.554445637,58.75,104.51,-4.51,7925,2014
PS0103-034,MANG'OLA JUU PR. SCHOOL,ARUSHA,KARATU,,,35.47079599,-3.414324335,22.86,84.37,-10.41,13374,2014
PS0103-035,MANG'OLA NT PR. SCHOOL,ARUSHA,KARATU,BARAY,GOVERNMENT,35.31068921,-3.576107554,23.08,83.92,-4.33,13478,2014
PS0103-036,MBULUMBULU PR. SCHOOL,ARUSHA,KARATU,MBULUMBULU,GOVERNMENT,35.76670366,-3.296374789,68.25,107.48,8.87,7075,2014
PS0103-037,OLDEANI PR. SCHOOL,ARUSHA,KARATU,OLDEANI,GOVERNMENT,35.5291408,-3.37763067,78.48,114.2,21.41,5497,2014
PS0103-038,QANGDEND PR. SCHOOL,ARUSHA,KARATU,BARAY,GOVERNMENT,35.36465565,-3.529562093,48.81,102.64,18.66,8455,2014
PS0103-039,QARU PR. SCHOOL,ARUSHA,KARATU,ENDABASH,GOVERNMENT,35.59348101,-3.544202046,63.04,110.11,16.93,6432,2014
PS0103-040,QURUS PR. SCHOOL,ARUSHA,KARATU,QURUS,GOVERNMENT,35.58090243,-3.457467373,14.81,83.52,0.99,13563,2014
PS0103-041,RHOTIA PR. SCHOOL,ARUSHA,KARATU,RHOTIA,GOVERNMENT,35.70431346,-3.334998811,68.42,110.4,8.01,6356,2014
PS0103-042,SUMAWE PR. SCHOOL,ARUSHA,KARATU,GANAKO,GOVERNMENT,35.63711671,-3.357775683,63.16,105.08,-38.52,7732,2014
PS0103-043,TLOMA PR. SCHOOL,ARUSHA,KARATU,GANAKO,GOVERNMENT,35.64251142,-3.337508659,76.25,117.66,-20.35,4743,2014
PS0103-044,SLAHHAMO PR. SCHOOL,ARUSHA,KARATU,MBULUMBULU,GOVERNMENT,35.81884695,-3.270384894,85.71,141.73,48.09,1686,2014
PS0103-045,MIDABINI PR. SCHOOL,ARUSHA,KARATU,DAA,GOVERNMENT,35.487681,-3.411477,0,85.63,-0.58,13085,2014
PS0103-046,NJIAPANDA PR. SCHOOL,ARUSHA,KARATU,QURUS,GOVERNMENT,35.57924927,-3.391135657,47.27,102.64,4.58,8458,2014
PS0103-047,KIBAONI PR. SCHOOL,ARUSHA,KARATU,RHOTIA,GOVERNMENT,35.771926,-3.359176,53.03,102.02,6.04,8625,2014
PS0103-048,MAKHOROMBA PR. SCHOOL,ARUSHA,KARATU,DAA,GOVERNMENT,35.40600078,-3.406337128,16.28,79,-7.79,14401,2014
PS0103-049,MENDAY PR. SCHOOL,ARUSHA,KARATU,QURUS,GOVERNMENT,35.58873928,-3.435583988,77.78,120.04,14.16,4259,2014
PS0103-050,QARULAMBO PR. SCHOOL,ARUSHA,KARATU,ENDABASH,GOVERNMENT,35.556763,-3.537054,39.22,100.39,9.63,9108,2014
PS0103-051,EYASI PR. SCHOOL,ARUSHA,KARATU,MANG'OLA,GOVERNMENT,35.27208645,-3.547530974,40.54,92.42,5.39,11361,2014
PS0103-052,MASABEDA PR. SCHOOL,ARUSHA,KARATU,ENDAMARARIEK,GOVERNMENT,35.70296707,-3.511607273,11.11,68.83,-1.81,15522,2014
PS0103-053,KAMBI YA SIMBA PR. SCHOOL,ARUSHA,KARATU,,,35.78422968,-3.3104671,89.47,133.32,45.87,2466,2014
PS0103-054,AYALALIYO PR. SCHOOL,ARUSHA,KARATU,BUGER,GOVERNMENT,35.63024117,-3.641636429,30.14,86.16,3.3,12968,2014
PS0103-055,BARAY-KHUSUMAYI PR. SCHOOL,ARUSHA,KARATU,ENDAMARARIEK,GOVERNMENT,35.710943,-3.483845,12.9,75.52,-27.26,14922,2014
PS0103-056,MARERA PR. SCHOOL,ARUSHA,KARATU,RHOTIA,GOVERNMENT,35.68663128,-3.329905645,53.66,105.44,-2.83,7631,2014
PS0103-057,MEALI PR. SCHOOL,ARUSHA,KARATU,OLDEANI,GOVERNMENT,35.50436472,-3.398591642,69.23,107.95,22.28,6942,2014
PS0103-058,DIRANGW PR. SCHOOL,ARUSHA,KARATU,MBULUMBULU,GOVERNMENT,35.814503,-3.317627764,95.35,159.56,10.78,763,2014
PS0103-059,ENDABASH-MANGISA PR. SCHOOL,ARUSHA,KARATU,,,35.62836,-3.5631,22.22,82.75,-10.48,13704,2014
PS0103-060,MAGESHO PR. SCHOOL,ARUSHA,KARATU,QURUS,GOVERNMENT,35.61651567,-3.450771798,68.97,110.9,15.27,6235,2014
PS0103-061,SHANGIT PR. SCHOOL,ARUSHA,KARATU,ENDAMARARIEK,GOVERNMENT,35.66512351,-3.483051469,50,99.44,9.48,9383,2014
PS0103-062,QARU SARAMAY PR. SCHOOL,ARUSHA,KARATU,ENDABASH,GOVERNMENT,35.556763,-3.537054,56,102.8,24.62,8401,2014
PS0103-063,ENDABASH-LAJA PR. SCHOOL,ARUSHA,KARATU,ENDABASH,GOVERNMENT,35.556763,-3.537054,71.15,112.69,25.44,5806,2014
PS0103-064,MIKOCHENI PR. SCHOOL,ARUSHA,KARATU,MANG'OLA,GOVERNMENT,35.33346442,-3.477792175,16.67,77.06,-5.65,14720,2014
PS0103-065,ENDORO PR. SCHOOL,ARUSHA,KARATU,KARATU,GOVERNMENT,35.65015428,-3.364057092,84.15,123.27,-18.69,3717,2014
PS0103-066,GIDBASSO PR. SCHOOL,ARUSHA,KARATU,ENDAMARARIEK,GOVERNMENT,35.67090248,-3.510281392,84.62,121.44,35.81,4014,2014
PS0103-067,GILALA PR. SCHOOL,ARUSHA,KARATU,RHOTIA,GOVERNMENT,35.771926,-3.359176,50,96.87,3.35,10143,2014
PS0103-068,MANG'OLA BARAZANI PR. SCHOOL,ARUSHA,KARATU,,,35.31384145,-3.541641255,45.6,98.3,-20.41,9708,2014
PS0103-069,MATALA PR. SCHOOL,ARUSHA,KARATU,BARAY,GOVERNMENT,34.72249733,-3.900619783,29.73,81.49,21.14,13951,2014
PS0103-070,MBUGANYEKUNDU PR. SCHOOL,ARUSHA,KARATU,BARAY,GOVERNMENT,35.34765036,-3.560149061,24.18,80.98,-17.15,14040,2014
PS0103-071,UMBANG'W PR. SCHOOL,ARUSHA,KARATU,KANSAY,GOVERNMENT,35.536022,-3.637635,23.91,86.57,-3.1,12869,2014
PS0103-072,GYEKRUM ARUSHA PR. SCHOOL,ARUSHA,KARATU,,,35.42941786,-3.550867189,75.44,125.89,10.3,3336,2014
PS0103-073,KINIHHE PR. SCHOOL,ARUSHA,KARATU,QURUS,GOVERNMENT,35.63102579,-3.383259251,93.75,131.54,7.27,2656,2014
PS0103-074,AKKO PR. SCHOOL,ARUSHA,KARATU,RHOTIA,GOVERNMENT,35.771926,-3.359176,51.06,101.19,17.95,8889,2014
PS0103-075,HAREABI PR. SCHOOL,ARUSHA,KARATU,RHOTIA,GOVERNMENT,35.71339343,-3.363800564,64,109,16,6674,2014
PS0103-076,UMOJA PR. SCHOOL,ARUSHA,KARATU,RHOTIA,GOVERNMENT,35.71624952,-3.316982769,73.81,115.74,-6.53,5178,2014
PS0103-077,MAHHAHHA PR. SCHOOL,ARUSHA,KARATU,ENDAMARARIEK,GOVERNMENT,35.69844141,-3.535748563,10,67.13,-7.85,15589,2014
PS0103-078,HAYEDESH PR. SCHOOL,ARUSHA,KARATU,BARAY,GOVERNMENT,35.107075,-3.730468,35,96.4,-1.46,10280,2014
PS0103-079,SHAURIAWAKI PR. SCHOOL,ARUSHA,KARATU,ENDAMARARIEK,GOVERNMENT,35.710943,-3.483845,60.71,107.14,12.78,7162,2014
PS0103-080,HARAA PR. SCHOOL,ARUSHA,KARATU,KANSAY,GOVERNMENT,35.58251775,-3.680673321,71.43,117.21,31.11,4842,2014
PS0103-081,ENDAGESH PR. SCHOOL,ARUSHA,KARATU,KANSAY,GOVERNMENT,35.55685034,-3.673472528,58.33,116.56,23.84,4984,2014
PS0103-082,SABASABA PR. SCHOOL,ARUSHA,KARATU,MBULUMBULU,GOVERNMENT,35.83766613,-3.300113162,54.17,96.25,5.47,10317,2014
PS0103-083,BONDELAFARU PR. SCHOOL,ARUSHA,KARATU,MBULUMBULU,GOVERNMENT,35.84790689,-3.246529508,78.95,112.47,14.58,5857,2014
PS0103-084,GAMDI PR. SCHOOL,ARUSHA,KARATU,BUGER,GOVERNMENT,35.61853,-3.68178745,26.09,89.74,-6.55,12074,2014
PS0103-086,ANTSA PR. SCHOOL,ARUSHA,KARATU,MANG'OLA,GOVERNMENT,35.31636023,-3.548785075,53.75,104.84,-6.75,7807,2014
PS0103-087,DUUMA PR. SCHOOL,ARUSHA,KARATU,ENDAMARARIEK,GOVERNMENT,35.62934272,-3.548184917,63.89,111.78,-21.58,6003,2014
PS0103-088,ENDESH PR. SCHOOL,ARUSHA,KARATU,BARAY,GOVERNMENT,34.91017645,-3.817911456,0,56.12,-7.33,15847,2014
PS0103-089,NJORO PR. SCHOOL,ARUSHA,KARATU,BARAY,GOVERNMENT,35.107075,-3.730468,0,58.56,-3.21,15825,2014
PS0103-090,TUMAINI JUNIOR SCHOOL,ARUSHA,KARATU,,,35.42941786,-3.550867189,100,190.61,-14.84,145,2014
PS0103-091,HAYMU PR. SCHOOL,ARUSHA,KARATU,GANAKO,GOVERNMENT,35.66472447,-3.358576802,83.78,118.62,-27.47,4545,2014
PS0103-092,JUHUDI PR. SCHOOL,ARUSHA,KARATU,RHOTIA,GOVERNMENT,35.70215421,-3.389866844,94.74,120.37,39.1,4182,2014
PS0103-093,GEER PR. SCHOOL,ARUSHA,KARATU,KANSAY,GOVERNMENT,35.57500916,-3.656618982,67.57,104.51,-2.7,7924,2014
PS0103-094,MARMO PR. SCHOOL,ARUSHA,KARATU,MBULUMBULU,GOVERNMENT,35.880894,-3.203909,100,159.19,-0.05,776,2014
PS0103-095,MCHANGANI PR. SCHOOL,ARUSHA,KARATU,ENDAMARARIEK,GOVERNMENT,35.710943,-3.483845,79.31,112.93,23.24,5740,2014
PS0103-096,MOHEDAGEW PR. SCHOOL,ARUSHA,KARATU,BARAY,GOVERNMENT,34.98025495,-3.785075461,61.9,101.81,14.77,8687,2014
PS0103-097,COSTIGAN PR. SCHOOL,ARUSHA,KARATU,,,35.42941786,-3.550867189,100,186.43,0,204,2014
PS0103-098,GIDAMILANDA PR. SCHOOL,ARUSHA,KARATU,,,35.42941786,-3.550867189,7.41,69.37,0,15478,2014
PS0104-001,ELANG'ATADAPASH PRMARY SCHOOL,ARUSHA,LONGIDO,ELENG'ATADAPASH,GOVERNMENT,36.50328171,-2.727039882,62.96,109.8,39.16,6500,2014
PS0104-002,ELERAI PR. SCHOOL,ARUSHA,LONGIDO,OLMOLOG,GOVERNMENT,37.06698373,-2.923582807,73.33,124.76,60.4,3488,2014
PS0104-003,ENGARENAIBOR PR. SCHOOL,ARUSHA,LONGIDO,ENGARENAIBOR,GOVERNMENT,36.48426605,-2.526135904,15.69,70.51,-12.99,15391,2014
PS0104-004,ENGIKARETI PR. SCHOOL,ARUSHA,LONGIDO,ENGIKARET,GOVERNMENT,36.69511556,-3.042392316,28.81,90,-5.52,12011,2014
PS0104-005,GELAI BOMBA PR. SCHOOL,ARUSHA,LONGIDO,GELAI MEIRUGOI,GOVERNMENT,36.042722,-2.718178,29.55,80,11.19,14209,2014
PS0104-006,GELAI LUMBWA PR. SCHOOL,ARUSHA,LONGIDO,GELAI LUMBWA,GOVERNMENT,36.18671137,-2.617818488,14.29,76.83,-6.5,14748,2014
PS0104-007,ILORIENITO PR. SCHOOL,ARUSHA,LONGIDO,ILOIRIENITO,GOVERNMENT,36.18240732,-2.936468354,35,88.23,30.92,12457,2014
PS0104-008,KAMWANGA PR. SCHOOL,ARUSHA,LONGIDO,KAMWANGA,GOVERNMENT,37.36232406,-2.88300662,65.08,104.78,12.06,7835,2014
PS0104-009,KETUMBEINE PR. SCHOOL,ARUSHA,LONGIDO,KETUMBEINE,GOVERNMENT,36.30764382,-2.830791612,94.79,154.07,66.81,970,2014
PS0104-010,KIMOKOUWA PR. SCHOOL,ARUSHA,LONGIDO,KIMOKOUA,GOVERNMENT,36.70109016,-2.640351094,76.47,116.09,-1.91,5082,2014
PS0104-011,KISERIAN PR. SCHOOL,ARUSHA,LONGIDO,ENGIKARET,GOVERNMENT,36.52831947,-2.848169615,41.86,97.67,25.29,9915,2014
PS0104-012,LERANG'WA PR. SCHOOL,ARUSHA,LONGIDO,OLMOLOG,GOVERNMENT,37.11855939,-2.842291003,98.04,173.08,74.86,448,2014
PS0104-013,LONGIDO PR. SCHOOL,ARUSHA,LONGIDO,LONGIDO,GOVERNMENT,36.70010566,-2.724699757,97.92,158.22,18.32,817,2014
PS0104-014,MATALE PR. SCHOOL,ARUSHA,LONGIDO,MATALE,GOVERNMENT,36.297046,-2.361456,78.95,129.42,42.85,2880,2014
PS0104-015,MUNDARARA PR. SCHOOL,ARUSHA,LONGIDO,MUNDARARA,GOVERNMENT,36.433765,-2.631918,16.67,69.29,-25.35,15484,2014
PS0104-016,NAMANGA PR. SCHOOL,ARUSHA,LONGIDO,NAMANGA,GOVERNMENT,36.78742411,-2.551750163,93.33,130.79,14.04,2723,2014
PS0104-017,NGEREYANI PR. SCHOOL,ARUSHA,LONGIDO,TINGATINGA,GOVERNMENT,36.85523112,-2.981002989,7.32,65.05,-1.11,15676,2014
PS0104-018,OLMOLOG PR. SCHOOL,ARUSHA,LONGIDO,OLMOLOG,GOVERNMENT,37.12482327,-2.867067923,65.96,115.96,25.58,5114,2014
PS0104-019,SINYA PR. SCHOOL,ARUSHA,LONGIDO,TINGATINGA,GOVERNMENT,36.95472153,-2.782862896,100,192.45,8.29,135,2014
PS0104-020,TINGATINGA PR. SCHOOL,ARUSHA,LONGIDO,TINGATINGA,GOVERNMENT,36.95636021,-2.978411459,51.16,103.3,-1.5,8249,2014
PS0104-021,KITENDENI PR. SCHOOL,ARUSHA,LONGIDO,KAMWANGA,GOVERNMENT,37.23735263,-2.840806344,54.76,111.02,24.7,6206,2014
PS0104-022,LOSIRWA PR. SCHOOL,ARUSHA,LONGIDO,ILOIRIENITO,GOVERNMENT,36.50328171,-2.727039882,2.44,56.37,-1.71,15844,2014
PS0104-023,EORENDEKE PR. SCHOOL,ARUSHA,LONGIDO,KIMOKOUA,GOVERNMENT,36.7788643,-2.558389017,100,142.54,13.99,1639,2014
PS0104-024,IRKASWA PR. SCHOOL,ARUSHA,LONGIDO,KAMWANGA,GOVERNMENT,37.32780532,-2.863495201,19.4,81.48,0.62,13952,2014
PS0104-025,NOONDOTO PR. SCHOOL,ARUSHA,LONGIDO,ELENG'ATADAPASH,GOVERNMENT,36.29300159,-2.993269171,16.9,70.85,5.1,15360,2014
PS0104-026,OLCHORONYOKIE PR. SCHOOL,ARUSHA,LONGIDO,ELENG'ATADAPASH,GOVERNMENT,36.50328171,-2.727039882,12.5,72.67,7.91,15221,2014
