CODE,NAME,REGION,DISTRICT,WARD,OWNERSHIP,LONGITUDE,LATITUDE,PASS_RATE,CHANGE_PREVIOUS_YEAR_PASS_RATE,AVG_GPA,CHANGE_PREVIOUS_YEAR_GPA,RANK,YEAR_OF_RESULT,MORE_THAN_40,NATIONAL_RANK_ALL,REGIONAL_RANK_ALL,DISTRICT_RANK_ALL,PUPIL_TEACHER_RATIO
S0943,IFATI SECONDARY SCHOOL,KILIMANJARO,MOSHI,KILEMA KASK.,GOVERNMENT,37.41952728,-3.366394703,72.22,,1.1963,-3.126,1198,2014,NO,,,,
S0945,KWIZU SECONDARY SCHOOL,KILIMANJARO,SAME,MSHEWA,GOVERNMENT,37.90718877,-4.131700418,88.89,,1.9696,-2.9364,163,2014,NO,,,,
S0962,ST.CAROLUS SECONDARY SCHOOL,SINGIDA,SINGIDA URBAN,MISUNA,NON GOVERNMENT,34.76607395,-4.834359273,100,,3.8431,1.6058,16,2014,NO,,,,
S0969,UFANA SECONDARY SCHOOL,MANYARA,BABATI,UFANA,GOVERNMENT,35.306496,-4.273213,40,,1.1744,-3.8781,1253,2014,NO,,,,
S0972,CHILONWA SECONDARY SCHOOL,DODOMA,CHAMWINO,CHILONWA,GOVERNMENT,36.138416,-6.022694,42.11,,0.8626,-3.7045,1914,2014,NO,,,,
S0982,SEPUKA SECONDARY SCHOOL,SINGIDA,SINGIDA,SEPUKA,GOVERNMENT,34.53225436,-4.753428388,69.7,,1.1524,-3.5532,1313,2014,NO,,,,
S0984,BUKAMA SECONDARY SCHOOL,MARA ,RORYA,KIGUNGA,NON GOVERNMENT,34.08443647,-1.248143151,84.38,,1.6665,-3.7144,338,2014,NO,,,,
S0987,KIPILI SECONDARY SCHOOL,RUKWA,NKASI,KIPILI,GOVERNMENT,30.5974809,-7.450727995,86.67,,1.6095,-3.7344,399,2014,NO,,,,
S0999,KITANGARI SECONDARY SCHOOL,MTWARA,NEWALA,KITANGARI,NON GOVERNMENT,39.34395811,-10.66089962,14.29,,0.6828,-4.6514,2040,2014,NO,,,,
S1002,AL MADRASA TUS SAIFIYA TUL BURHANIYAH SEMINARY ,DAR ES SALAAM,ILALA,,NON GOVERNMENT,39.14836057,-6.930744543,100,,2.6611,-0.9361,73,2014,NO,,,,
S1004,MNINI SECONDARY SCHOOL,KILIMANJARO,MOSHI,URU MASH.,GOVERNMENT,37.35728134,-3.285671643,75.68,,1.2027,-3.8823,1185,2014,NO,,,,
S1006,WAZALENDO SECONDARY SCHOOL,KILIMANJARO,MOSHI MUNICIPAL,MFUMUNI,NON GOVERNMENT,37.34571939,-3.334440764,30.3,,0.7636,-4.6673,1995,2014,NO,,,,
S1012,SHIMBWE SECONDARY SCHOOL,KILIMANJARO,MOSHI,URU SHIMBWE,GOVERNMENT,37.36578505,-3.262950698,63.16,,1.1552,-3.4626,1304,2014,NO,,,,
S1015,DR. OMAR ALI JUMA SECONDARY SCHOOL,MARA ,SERENGETI,NYAMATARE,GOVERNMENT,34.459451,-1.797773,73.91,,1.3321,-3.667,891,2014,NO,,,,
S1017,KIDATU SECONDARY SCHOOL,MOROGORO,KILOMBERO,SANJE,GOVERNMENT,36.93207689,-7.738576587,58.82,,1.1313,-4.3444,1365,2014,NO,,,,
S1018,PUGE SECONDARY SCHOOL,TABORA,NZEGA,PUGE,GOVERNMENT,33.18363751,-4.73267124,70.83,,1.4878,-3.7745,583,2014,NO,,,,
S1020,MACHOCHWE SECONDARY SCHOOL,MARA ,SERENGETI,MACHOCHWE,GOVERNMENT,34.71136195,-1.69345842,83.33,,1.5056,-3.2231,551,2014,NO,,,,
S1023,NALIENDELE SECONDARY SCHOOL,MTWARA,MTWARA URBAN,NALIENDELE,GOVERNMENT,40.15884398,-10.36632886,89.66,,1.4676,-3.5917,614,2014,NO,,,,
S1030,IZIMBYA SECONDARY SCHOOL,KAGERA,BUKOBA RURAL,IZIMBYA,GOVERNMENT,31.4462064,-1.517488516,75,,1.4142,-3.9866,702,2014,NO,,,,
S1040,DOLE SECONDARY SCHOOL,UNGUJA,MAGHARIBI,,NON GOVERNMENT,39.25050824,-6.165558553,50,,0.9138,-4.4842,1836,2014,NO,,,,
S1046,TUMBATU SECONDARY SCHOOL,UNGUJA,KASKAZINI A,,GOVERNMENT,39.30553935,-5.856282382,52.94,,1.1344,-3.8146,1357,2014,NO,,,,
S1047,MPAPA SECONDARY SCHOOL,UNGUJA,KATI,,GOVERNMENT,39.36997227,-6.161821934,44.44,,0.972,-4.0743,1714,2014,NO,,,,
S1053,RAFSANJANI-SOGA SECONDARY SCHOOL,PWANI,KIBAHA,SOGA,GOVERNMENT,38.86714885,-6.824479731,78.95,,1.3167,-4.1002,928,2014,NO,,,,
S1065,MWEMA SECONDARY SCHOOL,MARA ,TARIME,SUSUNI,GOVERNMENT,34.38632442,-1.221156253,66.67,,1.0945,-3.6918,1448,2014,NO,,,,
S1066,NTUZU SECONDARY SCHOOL,SIMIYU,BARIADI,MANGO,GOVERNMENT,33.85145582,-2.706190316,75.76,,1.5738,-3.0542,447,2014,NO,,,,
S1068,NASIBUGANI SECONDARY SCHOOL,PWANI,MKURANGA,MAGAWA,GOVERNMENT,39.26708734,-7.391469231,75,,1.1461,-4.6653,1333,2014,NO,,,,
S1076,MBUNGA SECONDARY SCHOOL,RUVUMA,NAMTUMBO,KITANDA,GOVERNMENT,35.869621,-10.014914,54.55,,1.1207,-4.0328,1385,2014,NO,,,,
S1079,CHIKUYU SECONDARY SCHOOL,SINGIDA,MANYONI,CHIKUYU,GOVERNMENT,35.062312,-5.877075,28.57,,0.7204,-4.7809,2018,2014,NO,,,,
S1084,VUMA SECONDARY SCHOOL,RUKWA,SUMBAWANGA RURAL,MTOWISA,GOVERNMENT,31.77013671,-7.811065978,37.84,,1.0727,-4.2242,1490,2014,NO,,,,
S1092,KWEMARAMBA SECONDARY SCHOOL,TANGA,LUSHOTO,DULE M,GOVERNMENT,38.32501239,-4.596967001,52.17,,0.9868,-4.6873,1689,2014,NO,,,,
S1096,MITUNDU SECONDARY SCHOOL,SINGIDA,MANYONI,MITUNDU,GOVERNMENT,34.06812744,-6.003647438,52,,1.0448,-3.4187,1555,2014,NO,,,,
S1101,LUAGALA SECONDARY SCHOOL,MTWARA,TANDAHIMBA,LUAGALA,GOVERNMENT,39.446644,-10.535333,81.82,,1.3199,-4.0273,923,2014,NO,,,,
S1102,MAHUTA T D F SECONDARY SCHOOL,MTWARA,TANDAHIMBA,,GOVERNMENT,39.56607616,-10.71464594,32.14,,0.8522,-4.8241,1928,2014,NO,,,,
S1105,SUBA SECONDARY SCHOOL,MARA ,RORYA,KOMUGE,GOVERNMENT,33.9680915,-1.4254902,75,,1.2014,-4.1352,1189,2014,NO,,,,
S1107,MWAMASHIMBA SECONDARY SCHOOL,MWANZA,KWIMBA,FUKALO,GOVERNMENT,33.13342269,-3.236306008,80.56,,1.4633,-3.4836,625,2014,NO,,,,
S1117,DABALO SECONDARY SCHOOL,DODOMA,CHAMWINO,DABALO,GOVERNMENT,36.136548,-5.768139,55,,1.2256,-3.7331,1136,2014,NO,,,,
S1118,MLONGWEMA SECONDARY SCHOOL,TANGA,LUSHOTO,MLOLA,GOVERNMENT,38.42495682,-4.625649885,38.46,,0.892,-4.3326,1871,2014,NO,,,,
S1121,MAWELLA SECONDARY SCHOOL,KILIMANJARO,MOSHI,URU KUSINI,GOVERNMENT,37.33339908,-3.287115014,74.07,,1.4151,-4.0711,701,2014,NO,,,,
S1123,MZENGA SECONDARY SCHOOL,PWANI,KISARAWE,VIHINGO,GOVERNMENT,38.712238,-6.888416,75,,1.1651,-4.2486,1281,2014,NO,,,,
S1124,KIGARAMA SECONDARY SCHOOL,KAGERA,MISSENYI,KANYIGO,GOVERNMENT,31.75753534,-1.04309141,90.32,,1.6873,-3.6618,316,2014,NO,,,,
S1126,MINZIRO SECONDARY SCHOOL,KAGERA,MISSENYI,MINZIRO,GOVERNMENT,31.55026254,-1.019631665,80.77,,1.432,-3.9411,670,2014,NO,,,,
S1131,ITOBO SECONDARY SCHOOL,TABORA,NZEGA,ITOBO,GOVERNMENT,33.03677285,-4.18100463,56.52,,1.2585,-3.8466,1071,2014,NO,,,,
S1134,OLE SECONDARY SCHOOL,PEMBA,WETE,,NON GOVERNMENT,39.7660923,-5.096802092,59.46,,1.2623,-4.12,1059,2014,NO,,,,
S1135,MSANGANO SECONDARY SCHOOL,MBEYA,MBOZI,MSANGANO,GOVERNMENT,32.90533526,-8.95338483,65.63,,1.4654,-2.7889,618,2014,NO,,,,
S1139,SOYA SECONDARY SCHOOL,DODOMA,KONDOA,CHANDAMA,GOVERNMENT,36.1456738,-5.2232623,53.85,,1.0412,-3.7489,1569,2014,NO,,,,
S1142,MKINDO SECONDARY SCHOOL,TABORA,URAMBO,ICHEMBA,GOVERNMENT,32.1342312,-5.273488835,60.71,,1.1937,-4.17,1207,2014,NO,,,,
S1149,CHOLE SECONDARY SCHOOL,PWANI,KISARAWE,CHOLE,GOVERNMENT,38.66820629,-7.208374662,85.71,,1.2865,-4.4381,1005,2014,NO,,,,
S1160,MUYENZI SECONDARY SCHOOL,KAGERA,NGARA,RULENGE,GOVERNMENT,30.59331056,-2.747299886,60.71,,1.3231,-3.8678,915,2014,NO,,,,
S1162,IGURUBI SECONDARY SCHOOL,TABORA,IGUNGA,IGURUBI,GOVERNMENT,33.738709,-3.998826,71.43,,1.4125,-3.4104,705,2014,NO,,,,
S1169,KWABUTU SECONDARY SCHOOL,TANGA,MUHEZA,LUSANGA,GOVERNMENT,32.83014533,-5.179974727,88.89,,1.7599,-3.7877,257,2014,NO,,,,
S1172,NIANJEMA SECONDARY SCHOOL,PWANI,BAGAMOYO,MAGOMENI,NON GOVERNMENT,38.798171,-6.406437,100,,2.2378,-1.262,115,2014,NO,,,,
S1175,HANETI SECONDARY SCHOOL,DODOMA,CHAMWINO,HANETI,GOVERNMENT,35.852326,-5.528164,41.18,,0.9513,-4.2773,1773,2014,NO,,,,
S1176,BUSOLWA SECONDARY SCHOOL,GEITA,NYANG'HWALE,BUSOLWA,GOVERNMENT,32.6258157,-2.999190519,78.95,,1.4091,-3.5643,715,2014,NO,,,,
S1178,ARUSHA MODERN SECONDARY SCHOOL,ARUSHA,,,,36.68333,-3.36667,100,,3.8825,3.8825,14,2014,NO,,,,
S1184,MOMBASA CENTRAL SCHOOL,UNGUJA,MAGHARIBI,,NON GOVERNMENT,39.25050824,-6.165558553,93.75,,1.9945,-2.3054,156,2014,NO,,,,
S1193,MWITIKIRA SECONDARY SCHOOL,DODOMA,BAHI,MWITIKIRA,GOVERNMENT,35.6621431,-6.5161416,40,,0.8524,-4.4159,1927,2014,NO,,,,
S1209,SANZA SECONDARY SCHOOL,SINGIDA,MANYONI,SANZA,GOVERNMENT,35.21478876,-6.370236033,58.33,,1.2779,-3.7855,1025,2014,NO,,,,
S1216,MIPA SECONDARY SCHOOL,SHINYANGA,KISHAPU,SEKE BUGORO,GOVERNMENT,33.46705758,-3.40701801,66.67,,1.4935,-2.7617,572,2014,NO,,,,
S1217,MWASAYI SECONDARY SCHOOL,SIMIYU,MASWA,MASELA,GOVERNMENT,33.69627309,-3.336896619,58.33,,1.0389,-3.0951,1579,2014,NO,,,,
S1219,FUKUCHANI SECONDARY SCHOOL,UNGUJA,KASKAZINI A,,GOVERNMENT,39.30553935,-5.856282382,38.24,,0.8858,-4.2577,1882,2014,NO,,,,
S1225,MATANDA SECONDARY SCHOOL,LINDI,KILWA,LIHIMALYAO,GOVERNMENT,39.62178601,-9.322171626,54.55,,1.0432,-4.6934,1563,2014,NO,,,,
S1226,BUKWE SECONDARY SCHOOL,MARA ,RORYA,BUKWE,GOVERNMENT,34.2955612,-1.3439058,65.71,,1.2597,-3.864,1068,2014,NO,,,,
S1228,MTAPIKA SECONDARY SCHOOL,MTWARA,MASASI,MWENGE MTAPIKA,GOVERNMENT,38.76220784,-10.7401519,90,,1.4062,-4.1463,724,2014,NO,,,,
S1255,NKOWE SECONDARY SCHOOL,LINDI,RUANGWA,NKOWE,GOVERNMENT,38.94454388,-10.20036749,88.89,,1.4676,-3.2203,615,2014,NO,,,,
S1256,TEDEO SECONDARY SCHOOL,DAR ES SALAAM,TEMEKE,MIBURANI,NON GOVERNMENT,39.26761641,-6.866794823,34.62,,0.8768,-4.5882,1894,2014,NO,,,,
S1263,MKUYU SECONDARY SCHOOL,TANGA,KILINDI,JAILA,GOVERNMENT,37.870063,-5.4127172,100,,1.7743,-3.2215,250,2014,NO,,,,
S1267,BROOKEBOND SECONDARY SCHOOL,IRINGA,MUFINDI,MNINGA,NON GOVERNMENT,35.232759,-8.605634,100,,3.6241,1.3663,25,2014,NO,,,,
S1270,NYARUBANDA SECONDARY SCHOOL,KIGOMA,KIGOMA RURAL,MUKIGO,GOVERNMENT,29.76192751,-4.56015016,84.85,,1.9054,-3.2453,185,2014,NO,,,,
S1271,ULUNGU SECONDARY SCHOOL,RUKWA,KALAMBO,SOPA,GOVERNMENT,31.50343678,-8.498429679,66.67,,1.2857,-4.1568,1010,2014,NO,,,,
S1280,USANGU SECONDARY SCHOOL,MBEYA,MBARALI,CHIMALA,NON GOVERNMENT,34.02225641,-8.863435518,80.77,,1.4837,-2.8167,587,2014,NO,,,,
S1283,OLDUVAI SECONDARY SCHOOL,KILIMANJARO,MOSHI,KIRUA V/MASHARIKI,NON GOVERNMENT,37.49228621,-3.346262274,61.29,,1.2174,-2.9247,1149,2014,NO,,,,
S1287,RUDI SECONDARY SCHOOL,DODOMA,MPWAPWA,RUDI,GOVERNMENT,36.226509,-7.035635,71.43,,1.1628,-3.7074,1287,2014,NO,,,,
S1299,KITOGANI SECONDARY SCHOOL,UNGUJA,KUSINI UNGUJA,,NON GOVERNMENT,39.4920792,-6.336328591,59.38,,1.0052,-4.2846,1648,2014,NO,,,,
S1301,MAHONDA SECONDARY SCHOOL,UNGUJA,KASKAZINI B,,GOVERNMENT,39.26899407,-5.975927372,94.29,,1.6025,-3.532,411,2014,NO,,,,
S1304,CHANJAMJAWIRI SECONDARY SCHOOL,PEMBA,CHAKE CHAKE,,GOVERNMENT,39.76995606,-5.247620185,55.26,,1.0248,-3.6548,1605,2014,NO,,,,
S1311,SINZA TOWER SECONDARY SCHOOL,DAR ES SALAAM,KINONDONI,SINZA,NON GOVERNMENT,39.222797,-6.783738,69.57,,1.2376,-3.2041,1114,2014,NO,,,,
S1315,LAKE TANGANYIKA SECONDARY SCHOOL,KIGOMA,KIGOMA RURAL,KALINZI,NON GOVERNMENT,29.76339538,-4.481582315,64.71,,1.3285,-3.618,902,2014,NO,,,,
S1319,UPENDO SECONDARY SCHOOL,TANGA,LUSHOTO,SUNGA,NON GOVERNMENT,38.2384732,-4.525344532,76.47,,1.5313,-3.1329,510,2014,NO,,,,
S1335,KINDIKATI SECONDARY SCHOOL,KILIMANJARO,MOSHI,KINDI,GOVERNMENT,37.289465,-3.316453,88.46,,1.6438,-3.172,352,2014,NO,,,,
S1338,CHIUNGUTWA SECONDARY SCHOOL,MTWARA,MASASI,CHIUNGUTWA,GOVERNMENT,38.98129648,-10.88979501,100,,1.9931,-3.6648,157,2014,NO,,,,
S1339,ADOLEC SECONDARY SCHOOL,KAGERA,KARAGWE,KIKUKURU,GOVERNMENT,31.09042453,-1.746832133,33.33,,0.9823,-4.06,1696,2014,NO,,,,
S1341,NAKAGURU SECONDARY SCHOOL,MOROGORO,KILOMBERO,MCHOMBE,GOVERNMENT,36.108519,-8.405069,59.46,,1.0361,-4.5079,1586,2014,NO,,,,
S1342,AMBASSADOR SECONDARY SCHOOL,DAR ES SALAAM,ILALA,SEGEREA,NON GOVERNMENT,39.19307555,-6.855233721,68.42,,1.1942,-2.368,1206,2014,NO,,,,
S1346,MIKALANGA SECONDARY SCHOOL,RUVUMA,MBINGA,MIKALANGA,GOVERNMENT,34.83491277,-11.1374906,81.82,,1.4733,-3.6899,606,2014,NO,,,,
S1347,TINGI SECONDARY SCHOOL,RUVUMA,MBINGA,TINGI,GOVERNMENT,34.9879625,-10.77202926,43.48,,1.1254,-3.6553,1375,2014,NO,,,,
S1348,KIGANGO SECONDARY SCHOOL,KILIMANJARO,SAME,BWAMBO,GOVERNMENT,37.94138507,-4.382183192,12.5,,0.5833,-5.1034,2071,2014,NO,,,,
S1350,AL QAEM SEMINARY,DODOMA,DODOMA URBAN,TAMBUKA RELI,NON GOVERNMENT,35.79040025,-6.103732675,93.1,,2.7261,-0.6652,69,2014,NO,,,,
S1352,SUFA SECONDARY SCHOOL,UNGUJA,MAGHARIBI,,GOVERNMENT,39.25050824,-6.165558553,93.75,,1.6834,-2.8647,321,2014,NO,,,,
S1354,BUSANGI SECONDARY SCHOOL,SHINYANGA,KAHAMA TOWNSHIP AUTHORITY,,GOVERNMENT,32.56684269,-3.648617578,77.14,,1.5574,-3.1639,468,2014,NO,,,,
S1355,PETER'S SECONDARY SCHOOL,DAR ES SALAAM,KINONDONI,KIMARA,NON GOVERNMENT,39.16446017,-6.786621617,58.33,,1.23,-3.9317,1129,2014,NO,,,,
S1357,AHLULBAYT ISLAMIC SEMINARY,KIGOMA,KIGOMA UJIJI MUNICIPAL,RUSIMBI,NON GOVERNMENT,29.67456,-4.91147,96.55,,2.3856,-1.8635,101,2014,NO,,,,
S1359,MBANGAMAO SECONDARY SCHOOL,RUVUMA,MBINGA,MBANGAMAO,GOVERNMENT,35.047943,-11.081309,90,,1.475,-3.6768,604,2014,NO,,,,
S1360,BILAL ISLAMIC SEMINARY,UNGUJA,MJINI,,NON GOVERNMENT,39.20851675,-6.164104702,97.14,,2.3337,-1.4135,106,2014,NO,,,,
S1362,KONGOWE POLYTECHNIC SECONDARY SCHOOL,PWANI,KIBAHA,,GOVERNMENT,38.55091591,-6.817426621,22.73,,0.6932,-4.7705,2036,2014,NO,,,,
S1363,TEMBONI SECONDARY SCHOOL,DAR ES SALAAM,KINONDONI,MSIGANI,NON GOVERNMENT,39.13154585,-6.817659414,38.24,,0.9846,-3.8882,1691,2014,NO,,,,
S1368,GOOD SAMARITAN SECONDARY SCHOOL,DAR ES SALAAM,KINONDONI,MSASANI,NON GOVERNMENT,39.274488,-6.76196,60.53,,1.0494,-3.7018,1546,2014,NO,,,,
S1376,RUARUKE SECONDARY SCHOOL,PWANI,RUFIJI,RUARUKE,GOVERNMENT,39.17680859,-7.770599789,64.29,,1.3445,-4.1833,863,2014,NO,,,,
S1384,MATEMANGA SECONDARY SCHOOL,RUVUMA,TUNDURU,MATEMANGA,GOVERNMENT,37.016177,-10.785741,83.33,,1.3114,-4.1014,946,2014,NO,,,,
S1387,JANGUO SECONDARY SCHOOL,PWANI,KISARAWE,MSANAGA,GOVERNMENT,38.66820629,-7.208374662,71.43,,1.2072,-4.5262,1170,2014,NO,,,,
S1388,THOMAS SECONDARY SCHOOL,DAR ES SALAAM,ILALA,GONGO LA MBOTO,NON GOVERNMENT,39.15943407,-6.885260547,54.29,,1.1077,-4.1023,1413,2014,NO,,,,
S1398,MWINGIRO SECONDARY SCHOOL,GEITA,NYANG'HWALE,MWINGIRO,GOVERNMENT,32.51853524,-3.153811592,60,,1.3209,-3.4955,920,2014,NO,,,,
S1399,VUGABAZO SECONDARY SCHOOL,TANGA,LUSHOTO,VUGA,GOVERNMENT,38.342475,-4.904411,60.53,,1.1536,-4.0904,1309,2014,NO,,,,
S1400,KAMHANGA SECONDARY SCHOOL,GEITA,GEITA,KAMHANGA,GOVERNMENT,32.3003173,-2.687145482,58.06,,1.0447,-4.411,1556,2014,NO,,,,
S1403,COLAND SECONDARY SCHOOL,RUVUMA,NAMTUMBO,HANGA,NON GOVERNMENT,35.776936,-10.444958,100,,1.7726,-2.6077,251,2014,NO,,,,
S1404,SASAWALA SECONDARY SCHOOL,RUVUMA,NAMTUMBO,LUSEWA,GOVERNMENT,36.15568678,-11.22295096,40,,0.8226,-4.4732,1947,2014,NO,,,,
S1405,KASANDA SECONDARY SCHOOL,KIGOMA,KIBONDO,KASANDA,GOVERNMENT,30.85578361,-3.370527424,84.21,,1.5413,-3.1128,500,2014,NO,,,,
S1408,CHIKOPELO SECONDARY SCHOOL,DODOMA,BAHI,CHALI,GOVERNMENT,35.263864,-6.264294,28.57,,0.75,-4.6908,2002,2014,NO,,,,
S1411,KIUTA SECONDARY SCHOOL,MTWARA,NEWALA,MKUNYA,GOVERNMENT,39.386513,-11.009036,76,,1.3429,-3.6923,865,2014,NO,,,,
S1414,MASANZE SECONDARY SCHOOL,MOROGORO,KILOSA,MASANZE,GOVERNMENT,36.96793837,-6.928216798,31.25,,0.6939,-4.8461,2035,2014,NO,,,,
S1417,NGIMU SECONDARY SCHOOL,SINGIDA,SINGIDA,NGIMU,GOVERNMENT,35.094679,-4.781041,58.82,,1.3982,-3.5706,737,2014,NO,,,,
S1421,MAKONG'ONDA SECONDARY SCHOOL,MTWARA,MASASI,MNAVIRA,GOVERNMENT,39.2598073,-11.02702627,61.11,,1.0429,-4.2058,1564,2014,NO,,,,
S1427,MKUMBI SECONDARY SCHOOL,RUVUMA,MBINGA,MKUMBI,GOVERNMENT,34.888843,-10.883285,64.52,,1.1368,-3.6078,1354,2014,NO,,,,
S1428,LITUHI SECONDARY SCHOOL,RUVUMA,MBINGA,LITUHI,GOVERNMENT,34.9879625,-10.77202926,45.83,,1.1877,-4.1789,1225,2014,NO,,,,
S1429,MATIRI SECONDARY SCHOOL,RUVUMA,MBINGA,MATIRI,GOVERNMENT,34.831932,-10.714006,53.13,,1.0534,-4.0979,1537,2014,NO,,,,
S1433,BALILI SECONDARY SCHOOL,DAR ES SALAAM,TEMEKE,MBAGALA KUU,NON GOVERNMENT,39.28419759,-6.896446717,68,,1.2508,-3.382,1087,2014,NO,,,,
S1435,MICHIGA SECONDARY SCHOOL,MTWARA,NANYUMBU,LIKOKONA,GOVERNMENT,38.1581804,-10.91950515,88.89,,1.8628,-3.5766,203,2014,NO,,,,
S1437,FILBERT BAYI SECONDARY SCHOOL,PWANI,KIBAHA,,GOVERNMENT,38.55091591,-6.817426621,100,,2.8355,0.1475,62,2014,NO,,,,
S1440,TIRAV SECONDARY SCHOOL,DAR ES SALAAM,TEMEKE,YOMBO VITUKA,NON GOVERNMENT,39.23032473,-6.883531036,68.18,,1.4833,-4.0154,588,2014,NO,,,,
S1441,BAKILI MULUZI SECONDARY SCHOOL,DAR ES SALAAM,KINONDONI,MBWENI,NON GOVERNMENT,39.138727,-6.594217,100,,1.4246,-3.4184,684,2014,NO,,,,
S1446,GEORGE WASHINGTON SECONDARY SCHOOL,DAR ES SALAAM,KINONDONI,KAWE,NON GOVERNMENT,39.19112739,-6.758117012,0,,0.5577,-4.8468,2076,2014,NO,,,,
S1447,MHUMBU ISLAMIC SEMINARY,SHINYANGA,SHINYANGA URBAN,,NON GOVERNMENT,33.44453649,-3.623353653,97.14,,1.9321,-1.8015,173,2014,NO,,,,
S1448,LUKUMBULE SECONDARY SCHOOL,RUVUMA,TUNDURU,MCHESI,GOVERNMENT,37.23875249,-11.50595175,55,,1.0404,-4.2833,1573,2014,NO,,,,
S1451,MTANGALANGA SECONDARY SCHOOL,MTWARA,NEWALA,MTANGALANGA,GOVERNMENT,39.27734501,-10.89672452,71.43,,1.3522,-3.7658,843,2014,NO,,,,
S1455,MAURICE SECONDARY SCHOOL,DAR ES SALAAM,TEMEKE,CHAMAZI,NON GOVERNMENT,39.20270387,-6.978236142,67.86,,1.5081,-3.1441,547,2014,NO,,,,
S1457,IBANDA SECONDARY SCHOOL,KAGERA,KARAGWE,KIBINGO,GOVERNMENT,31.09042453,-1.746832133,66.67,,1.3547,-3.5366,839,2014,NO,,,,
S1458,KIBOGORA SECONDARY SCHOOL,KAGERA,NGARA,BUGARAMA,GOVERNMENT,30.51916736,-2.809188598,61.11,,1.0102,-4.3761,1639,2014,NO,,,,
S1460,MWANHALA SECONDARY SCHOOL,TABORA,NZEGA,UTWIGU,GOVERNMENT,33.13492994,-4.36455325,88.24,,1.8836,-2.7831,195,2014,NO,,,,
S1464,KIPOLOLO SECONDARY SCHOOL,RUVUMA,MBINGA,UKATA,GOVERNMENT,34.83448915,-10.89481504,33.33,,0.9532,-4.6124,1769,2014,NO,,,,
S1465,MALATI SECONDARY SCHOOL,MOROGORO,MOROGORO URBAN,BIGWA,NON GOVERNMENT,37.723144,-6.818638,50,,1.0124,-4.3427,1635,2014,NO,,,,
S1468,CHAUME SECONDARY SCHOOL,MTWARA,TANDAHIMBA,CHAUME,GOVERNMENT,39.44862292,-10.61815225,33.33,,0.9693,-4.4914,1724,2014,NO,,,,
S1471,SUNGU SECONDARY SCHOOL,KILIMANJARO,MOSHI,KIBOSHO MASHARIKI,GOVERNMENT,37.32230692,-3.242558906,85,,1.4826,-3.3597,590,2014,NO,,,,
S1472,MWAMALASA SECONDARY SCHOOL,SHINYANGA,KISHAPU,MWAMALASA,GOVERNMENT,34.11792609,-3.822145831,73.08,,1.2552,-3.5586,1076,2014,NO,,,,
S1473,UYOWA SECONDARY SCHOOL,TABORA,URAMBO,UYOWA,GOVERNMENT,32.1342312,-5.273488835,75,,1.0233,-3.9695,1609,2014,NO,,,,
S1474,WHITE LAKE SECONDARY SCHOOL,DAR ES SALAAM,KINONDONI,MAKONGO,NON GOVERNMENT,39.18823525,-6.767381226,88.89,,1.5915,-3.4452,426,2014,NO,,,,
S1476,IKUWO SECONDARY SCHOOL,NJOMBE,MAKETE,,NON GOVERNMENT,34.07978984,-9.036548316,93.75,,1.5112,-3.1885,542,2014,NO,,,,
S1477,KABASA SECONDARY SCHOOL,MARA ,BUNDA,KABASA,GOVERNMENT,33.827766,-1.958958,82.76,,1.5493,-3.8842,488,2014,NO,,,,
S1479,NAKAPANYA SECONDARY SCHOOL,RUVUMA,TUNDURU,NAKAPANYA,GOVERNMENT,37.66420926,-10.90571593,47.37,,1.0443,-4.34,1559,2014,NO,,,,
S1481,YOMBO SECONDARY SCHOOL,DAR ES SALAAM,TEMEKE,YOMBO VITUKA,NON GOVERNMENT,39.22178331,-6.890355693,46.67,,1.0951,-3.8796,1446,2014,NO,,,,
S1483,KALEMBO SECONDARY SCHOOL,RUVUMA,SONGEA URBAN,MATOGORO,GOVERNMENT,35.68447691,-10.69558727,79.31,,1.7281,-3.8516,277,2014,NO,,,,
S1493,RIGICHA SECONDARY SCHOOL,MARA ,SERENGETI,RIGICHA,GOVERNMENT,34.36030112,-1.97475618,100,,2.1719,-2.535,124,2014,NO,,,,
S1496,ST. AUGUSTINE NGARAMA SECONDARY SCHOOL,KAGERA,BUKOBA RURAL,KATORO,NON GOVERNMENT,31.498507,-1.385007,56.67,,1.2042,-3.3252,1180,2014,NO,,,,
S1499,UKUKWE SECONDARY SCHOOL,MBEYA,RUNGWE,KIWIRA,GOVERNMENT,33.58924541,-9.175321969,46.67,,0.9868,-3.9926,1688,2014,NO,,,,
S1503,ZUHRA ISLAMIC SECONDARY SCHOOL,DAR ES SALAAM,KINONDONI,KINONDONI,NON GOVERNMENT,39.270134,-6.784856,51.35,,1.0277,-3.4368,1597,2014,NO,,,,
S1510,ITAKA SECONDARY SCHOOL,MBEYA,MBOZI,BARA,GOVERNMENT,32.802086,-8.763554,59.38,,0.9913,-4.0215,1672,2014,NO,,,,
S1511,NANGURUWE SECONDARY SCHOOL,MTWARA,MTWARA RURAL,NANGURUWE,GOVERNMENT,40.048586,-10.461025,61.11,,1.1569,-4.2874,1302,2014,NO,,,,
S1516,MBEMBA SECONDARY SCHOOL,MTWARA,MASASI,CHIGUGU,GOVERNMENT,38.94986288,-10.56849014,94.12,,1.3762,-3.5631,781,2014,NO,,,,
